input_id,body,mood,scene,flavor_preference,temperature_preference,limits,推荐方向,top1_recipe_id,top1_name,top1_score,top1_reason,top2_recipe_id,top2_name,top2_score,top2_reason,top3_recipe_id,top3_name,top3_score,top3_reason,manual_choice,manual_note
U0445,良好,平静,图书馆/自习室,清爽、果香,冷饮,低糖,低糖冷饮清爽果香型,R002,青柠茉莉绿茶,0.7279,匹配你的场景：图书馆/自习室；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R027,柠檬轻发酵乌龙,0.7279,匹配你的场景：图书馆/自习室；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R009,桃子轻发酵乌龙,0.7279,匹配你的场景：图书馆/自习室；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,,
U0446,疲劳,低落,地铁/公交/车站,果香、花香,热饮,乳糖不耐慎用,乳糖不耐慎用热饮果香花香型,R056,陈皮红茶,0.8401,匹配你的身体状态：疲劳；匹配你的心情状态：低落；匹配你的感官偏好：果香、花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：乳糖不耐慎用,R039,茉莉花白茶,0.8336,匹配你的身体状态：疲劳；匹配你的心情状态：低落；匹配你的感官偏好：花香；匹配你的冷热偏好：热饮；已考虑你的健康约束：乳糖不耐慎用,R022,苹果茉莉绿茶,0.771,匹配你的身体状态：疲劳；匹配你的感官偏好：果香、花香；已考虑你的健康约束：乳糖不耐慎用,,
U0447,困倦,平静,学校/教学楼,茶香、咖啡香、苦感,冷饮,,冷饮茶香咖啡香型,R061,焙茶鲜奶,0.7604,匹配你的身体状态：困倦；匹配你的场景：学校/教学楼；匹配你的感官偏好：咖啡香、茶香,R075,红茶淡奶油,0.7603,匹配你的身体状态：困倦；匹配你的场景：学校/教学楼；匹配你的感官偏好：苦感、茶香,R030,芒果红茶,0.8051,匹配你的身体状态：困倦；匹配你的心情状态：平静；匹配你的场景：学校/教学楼；匹配你的感官偏好：苦感、茶香,,
U0448,疲劳,紧张、平静,地铁/公交/车站,清爽,热饮,低糖,低糖热饮清爽型,R020,草莓玄米茶,0.8402,匹配你的身体状态：疲劳；匹配你的心情状态：平静、紧张；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖,R015,陈皮普洱茶,0.8402,匹配你的身体状态：疲劳；匹配你的心情状态：平静、紧张；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖,R031,陈皮玄米茶,0.8402,匹配你的身体状态：疲劳；匹配你的心情状态：平静、紧张；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖,,
U0449,困倦,烦躁、平静,地铁/公交/车站,清爽、咖啡香、苦感,热饮,低糖、咖啡因敏感慎用,低糖热饮清爽咖啡香型,R045,荷叶陈皮,0.7449,匹配你的心情状态：平静；匹配你的感官偏好：清爽、苦感；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、咖啡因敏感慎用,R038,菊花柠檬草,0.7374,匹配你的心情状态：平静；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、咖啡因敏感慎用,R055,薰衣草蓝莓,0.7372,匹配你的心情状态：平静；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、咖啡因敏感慎用,,
U0450,良好,平静,商场/商业街,果香,热饮,乳糖不耐慎用,乳糖不耐慎用热饮果香型,R022,苹果茉莉绿茶,0.735,匹配你的心情状态：平静；匹配你的感官偏好：果香；已考虑你的健康约束：乳糖不耐慎用,R030,芒果红茶,0.7349,匹配你的心情状态：平静；匹配你的感官偏好：果香；已考虑你的健康约束：乳糖不耐慎用,R039,茉莉花白茶,0.7556,匹配你的心情状态：平静；匹配你的冷热偏好：热饮；已考虑你的健康约束：乳糖不耐慎用,,
U0451,疲劳,开心,商场/商业街,果香、花香、气泡感,冷饮,,冷饮果香花香型,R083,冷萃咖啡椰子水,0.8312,匹配你的身体状态：疲劳；匹配你的心情状态：开心；匹配你的感官偏好：果香；匹配你的冷热偏好：冷饮,R049,洋甘菊苹果,0.8005,匹配你的身体状态：疲劳；匹配你的心情状态：开心；匹配你的感官偏好：果香、花香,R081,美式咖啡液橙子,0.8312,匹配你的身体状态：疲劳；匹配你的心情状态：开心；匹配你的感官偏好：果香；匹配你的冷热偏好：冷饮,,
U0452,困倦、感觉有点冷,烦躁、平静,公园/户外,茶香、清爽,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽茶香型,R045,荷叶陈皮,0.7784,匹配你的身体状态：感觉有点冷；匹配你的心情状态：平静；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,R038,菊花柠檬草,0.7784,匹配你的身体状态：感觉有点冷；匹配你的心情状态：平静；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,R055,薰衣草蓝莓,0.7783,匹配你的身体状态：感觉有点冷；匹配你的心情状态：平静；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,,
U0453,困倦,紧张,学校/教学楼,清爽,冷饮,咖啡因敏感慎用,咖啡因敏感慎用冷饮清爽型,R055,薰衣草蓝莓,0.7352,匹配你的心情状态：紧张；匹配你的感官偏好：清爽；已考虑你的健康约束：咖啡因敏感慎用,R038,菊花柠檬草,0.7351,匹配你的心情状态：紧张；匹配你的感官偏好：清爽；已考虑你的健康约束：咖啡因敏感慎用,R045,荷叶陈皮,0.7351,匹配你的心情状态：紧张；匹配你的感官偏好：清爽；已考虑你的健康约束：咖啡因敏感慎用,,
U0454,疲劳,紧张,地铁/公交/车站,茶香、清爽,冷饮,,冷饮清爽茶香型,R065,茉莉绿茶椰乳,0.8072,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽、茶香；匹配你的冷热偏好：冷饮,R071,茉莉绿茶低脂牛奶,0.8072,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽、茶香；匹配你的冷热偏好：冷饮,R002,青柠茉莉绿茶,0.8072,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽、茶香；匹配你的冷热偏好：冷饮,,
U0455,困倦,平静,学校/教学楼,清爽、苦感,热饮,低糖,低糖热饮清爽苦感型,R039,茉莉花白茶,0.8347,匹配你的身体状态：困倦；匹配你的心情状态：平静；匹配你的场景：学校/教学楼；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖,R056,陈皮红茶,0.7966,匹配你的身体状态：困倦；匹配你的场景：学校/教学楼；匹配你的感官偏好：苦感；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖,R030,芒果红茶,0.8095,匹配你的身体状态：困倦；匹配你的心情状态：平静；匹配你的场景：学校/教学楼；匹配你的感官偏好：清爽、苦感；已考虑你的健康约束：低糖,,
U0456,疲劳、感觉有点冷,低落,公园/户外,清爽,热饮,低刺激,低刺激热饮清爽型,R055,薰衣草蓝莓,0.8402,匹配你的身体状态：感觉有点冷、疲劳；匹配你的心情状态：低落；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,R037,玫瑰桂花,0.8402,匹配你的身体状态：感觉有点冷、疲劳；匹配你的心情状态：低落；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,R040,薰衣草洋甘菊,0.8402,匹配你的身体状态：感觉有点冷、疲劳；匹配你的心情状态：低落；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,,
U0457,困倦,烦躁,地铁/公交/车站,清爽,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽型,R038,菊花柠檬草,0.7346,匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,R045,荷叶陈皮,0.7346,匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,R055,薰衣草蓝莓,0.7346,匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,,
U0458,疲劳,开心,图书馆/自习室,茶香,热饮,低刺激,低刺激热饮茶香型,R061,焙茶鲜奶,0.8352,匹配你的身体状态：疲劳；匹配你的心情状态：开心；匹配你的场景：图书馆/自习室；匹配你的感官偏好：茶香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,R045,荷叶陈皮,0.7853,匹配你的身体状态：疲劳；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,R075,红茶淡奶油,0.8352,匹配你的身体状态：疲劳；匹配你的心情状态：开心；匹配你的场景：图书馆/自习室；匹配你的感官偏好：茶香；匹配你的冷热偏好：热饮；已考虑你的健康约束：低刺激,,
U0459,疲劳、口渴,烦躁,健身房/运动场,气泡感、清爽,冷饮,低糖,低糖冷饮清爽气泡感型,R083,冷萃咖啡椰子水,0.7955,匹配你的身体状态：口渴、疲劳；匹配你的感官偏好：清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R090,黑巧椰乳,0.7955,匹配你的身体状态：口渴、疲劳；匹配你的感官偏好：清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R113,椰奶荔枝,0.7954,匹配你的身体状态：口渴、疲劳；匹配你的感官偏好：清爽；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,,
U0460,疲劳,烦躁、紧张,地铁/公交/车站,咖啡香、清爽、苦感,冷饮,,冷饮清爽咖啡香型,R002,青柠茉莉绿茶,0.7919,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽；匹配你的冷热偏好：冷饮,R027,柠檬轻发酵乌龙,0.7919,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽；匹配你的冷热偏好：冷饮,R006,草莓红茶,0.7991,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽、苦感；匹配你的冷热偏好：冷饮,,
U0461,疲劳、感觉有点冷,烦躁,公园/户外,清爽,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽型,R055,薰衣草蓝莓,0.8072,匹配你的身体状态：感觉有点冷、疲劳；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,R049,洋甘菊苹果,0.8072,匹配你的身体状态：感觉有点冷、疲劳；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,R037,玫瑰桂花,0.8072,匹配你的身体状态：感觉有点冷、疲劳；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,,
U0462,困倦,平静,地铁/公交/车站,茶香、苦感,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮茶香苦感型,R061,焙茶鲜奶,0.7867,匹配你的身体状态：困倦；匹配你的感官偏好：茶香；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,R075,红茶淡奶油,0.7986,匹配你的身体状态：困倦；匹配你的感官偏好：苦感、茶香；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,R045,荷叶陈皮,0.7605,匹配你的心情状态：平静；匹配你的感官偏好：苦感；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,,
U0463,疲劳,烦躁,商场/商业街,酸感、气泡感、清爽,冷饮,,冷饮清爽气泡感型,R090,黑巧椰乳,0.7935,匹配你的身体状态：疲劳；匹配你的场景：商场/商业街；匹配你的感官偏好：清爽；匹配你的冷热偏好：冷饮,R083,冷萃咖啡椰子水,0.792,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽；匹配你的冷热偏好：冷饮,R113,椰奶荔枝,0.7935,匹配你的身体状态：疲劳；匹配你的场景：商场/商业街；匹配你的感官偏好：清爽；匹配你的冷热偏好：冷饮,,
U0464,疲劳,紧张,地铁/公交/车站,清爽、苦感,热饮,咖啡因敏感慎用,咖啡因敏感慎用热饮清爽苦感型,R045,荷叶陈皮,0.8402,匹配你的身体状态：疲劳；匹配你的心情状态：紧张；匹配你的感官偏好：清爽、苦感；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,R038,菊花柠檬草,0.8336,匹配你的身体状态：疲劳；匹配你的心情状态：紧张；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,R055,薰衣草蓝莓,0.8336,匹配你的身体状态：疲劳；匹配你的心情状态：紧张；匹配你的感官偏好：清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：咖啡因敏感慎用,,
U0465,疲劳,烦躁,商场/商业街,酸感、清爽,常温,低糖,低糖常温清爽酸感型,R083,冷萃咖啡椰子水,0.7592,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽；已考虑你的健康约束：低糖,R081,美式咖啡液橙子,0.771,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽、酸感；已考虑你的健康约束：低糖,R002,青柠茉莉绿茶,0.771,匹配你的身体状态：疲劳；匹配你的感官偏好：清爽、酸感；已考虑你的健康约束：低糖,,
U0466,困倦,烦躁,地铁/公交/车站,清爽、茶香,冷饮,低糖,低糖冷饮清爽茶香型,R002,青柠茉莉绿茶,0.8072,匹配你的身体状态：困倦；匹配你的感官偏好：清爽、茶香；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R027,柠檬轻发酵乌龙,0.8072,匹配你的身体状态：困倦；匹配你的感官偏好：清爽、茶香；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,R009,桃子轻发酵乌龙,0.8072,匹配你的身体状态：困倦；匹配你的感官偏好：清爽、茶香；匹配你的冷热偏好：冷饮；已考虑你的健康约束：低糖,,
U0467,疲劳,紧张,商场/商业街,果香、清爽,热饮,低糖、乳糖不耐慎用,低糖热饮清爽果香型,R055,薰衣草蓝莓,0.8402,匹配你的身体状态：疲劳；匹配你的心情状态：紧张；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、乳糖不耐慎用,R111,豆奶苹果,0.8058,匹配你的身体状态：疲劳；匹配你的场景：商场/商业街；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、乳糖不耐慎用,R116,椰乳百合,0.8058,匹配你的身体状态：疲劳；匹配你的场景：商场/商业街；匹配你的感官偏好：果香、清爽；匹配你的冷热偏好：热饮；已考虑你的健康约束：低糖、乳糖不耐慎用,,
